USD Farm List  ·  DefiLlama API snapshot 6 Sep 2026  ·  639 pools,,,,,,,,,,,,,,,,,
Asset,Protocol,Chain,Type,Farm,Risk,Link,Base Asset,TVL ($),Now,7d,30d,Base,Reward,Intrinsic,Risk Note,LinkURL,Flags
USD,Fraxlend,Ethereum,Lending,Fraxlend Interest Bearing FRAX (Staked Frax Ether) - 16,High,DefiLlama,FRAX,889627,8.18413,8.18413,11.07292,8.18413,,,"score 2.9; FRAX 3.9 (pharos 5.5, tid 2.5); -1 tvl<1M",https://defillama.com/yields/pool/e17d2238-b264-4cc3-a1df-d090f6ba4194,
USD,Convex Finance,Ethereum,LP,pyUSD/crvUSD,Med-High,DefiLlama,PYUSD-crvUSD,648355,8.18276,7.91191,6.73339,0.17,8.01276,,"score 4.7; PYUSD 7.8 (credora 9.5, pharos 7.2, tid 7.0); CRVUSD 5.7 (pharos 7.2, tid 4.5); worst leg: CRVUSD; -1 tvl<1M",https://defillama.com/yields/pool/443f0162-635e-493c-bc2b-4985f8f790e3,
USD,Euler V2,Ethereum,Lending,EVK Vault eUSDC-80,Med-Low,DefiLlama,USDC,649204,8.17834,6.84379,4.04897,8.17834,,,"score 7.9; USDC 8.9 (credora 9.5, pharos 8.8, tid 8.5); -1 tvl<1M",https://defillama.com/yields/pool/0fde8996-ecdf-441c-94a9-ec67403e9b8c,
USD,Beefy,Monad,LP,Aave,Med-High,DefiLlama,AUSD,228212,8.17743,8.69678,8.21809,,,,"score 5.5; AUSD 6.5 (pharos 7.0, tid 6.0); -1 tvl<1M",https://defillama.com/yields/pool/50bc2fa1-968c-5411-bf74-ccf571c2bd2d,
USD,Fluid DEX,Ethereum,LP,SUSDE-USDT,Med-High,DefiLlama,SUSDE-USDT,595422,8.13991,4.57774,2.74254,8.13991,,,"score 5.7; SUSDE 6.7 (pharos 6.9, tid 6.5); USDT 8.0 (credora 8.4, pharos 8.7, tid 7.0); worst leg: SUSDE; -1 tvl<1M",https://defillama.com/yields/pool/bf0f9782-b1cb-419e-9ec2-e107ae8d71e1,
USD,Royco V2,Avalanche,Lending,Staked Avant USD · Senior,High,DefiLlama,SRROYSAVUSD,4972738,8.13931,7.80433,8.40287,8.13931,,,unrated: internal signals only,https://defillama.com/yields/pool/10ed830c-0bd3-5ee8-8a51-48b44bb6dd10,
USD,Morpho Blue,Hyperliquid L1,Lending,FEUSDT0V2,Med-High,DefiLlama,FEUSDT0V2,2634665,8.12325,,7.77478,8.12325,0,,"score 4.8; allocation leg 6.8 (kHYPE 7.3@47%, WHYPE 7.0*@37%, kHYPE 7.3@8%, UBTC 1.0@4%, UBTC 1.0@3%, WHYPE 7.0*@1%); -2 red flags",https://defillama.com/yields/pool/11b994db-6487-56d9-b17d-727b24e89c4e,NEW(4d history); MISMATCH(source 5.73)
USD,Strata Markets,Ethereum,Lending,fixed-rate,Med-High,DefiLlama,SRUSDAT,6667370,8.11136,8.11136,8.11136,8.11136,,,"score 4.2; USDAT 5.7 (pharos 6.2, tid 4.5, yearn 6.8); -2 self-reported; +0.5 senior tranche buffer",https://defillama.com/yields/pool/d0f93146-6936-4fac-841e-68178b5a59b2,SELF-REPORTED(flat 30d history)
USD,Royco V2,Base,Lending,Staked USN · Senior,High,DefiLlama,SRROYSUSN,1617149,8.10282,7.80372,7.28217,8.10282,,,unrated: internal signals only,https://defillama.com/yields/pool/a03a9a79-443a-5fd1-af08-646c87bf1cbc,
USD,Curve DEX,Ethereum,LP,USD3/frxUSD,Med-High,DefiLlama,frxUSD-USD3,2363000,8.05694,9.17909,9.52893,1.72,6.33694,,"score 4.5; FRXUSD 6.2 (pharos 7.0, tid 5.5); USD3 5.0 (pharos 7.2, tid 3.5, yearn 4.4); worst leg: USD3; -0.5 pool 85% in frxUSD",https://defillama.com/yields/pool/530bb752-3930-487d-be70-f9510ea1e86e,
USD,Midas RWA,Ethereum,Lending,mROX,Med-High,DefiLlama,USDC,6712277,8.03,6.92571,7.226,8.03,,,unrated: internal signals only,https://defillama.com/yields/pool/6d6b4436-fa38-4fa8-be5d-672153b49f5c,
USD,Midas RWA,Ethereum,Lending,mMEV,Med-High,DefiLlama,USDC,2514364,8.03,7.07571,7.28167,8.03,,,score 4.7; MMEV 4.7 (pharos 4.7),https://defillama.com/yields/pool/0ffd2dc2-72d2-449f-8cac-34a09ce6f323,
USD,Yearn Finance,Ethereum,Lending,USDC-2 yVault,Med-High,DefiLlama,USDC,477872,8.00887,7.51383,6.52516,8.00887,0,,"score 5.9; USDC 8.9 (credora 9.5, pharos 8.8, tid 8.5); -1 tvl<1M; capped 5.9: allocation not visible",https://defillama.com/yields/pool/6dc5652b-c1f0-4871-ac8e-bff2eaddac2a,
USD,Fusion by IPOR,Base,Lending,Base USDC Lending Optimizer,Med-High,DefiLlama,USDC,1144976,8.00412,7.99269,7.34345,4.50412,3.5,,"score 5.4; USDC 8.9 (credora 9.5, pharos 8.8, tid 8.5); allocation leg 7.4 (cbBTC 8.5*@80%, cbDOGE unrated@10%, cbLTC unrated@10%, USDC 8.9@0%); allocation leg governs; -2 red flags",https://defillama.com/yields/pool/4a2520ad-65ca-57fc-af80-f705c031e523,MISMATCH(source 4.96)
USD,Convex Finance,Ethereum,LP,reUSD/fxUSD,Med-High,DefiLlama,reUSD-fxUSD,1250367,7.95129,10.10173,4.84465,0.13,7.82129,,"score 4.6; REUSD 5.1 (pharos 5.0, tid 6.0, yearn 4.0); FXUSD 7.7 (pharos 7.2, yearn 8.4); worst leg: REUSD; -0.5 pool 76% in reUSD",https://defillama.com/yields/pool/bd685d54-44b7-4b98-a2a8-4ecc22b59d66,
USD,Aave V3,Plasma,Lending,Aave Plasma sUSDe,Med-Low,DefiLlama,sUSDe,216279383,7.94427,7.55291,6.71921,0,3.41725,4.52702,"score 6.7; SUSDE 6.7 (pharos 6.9, tid 6.5); pool collateral leg 8.0 (USDT0 8.0@100%, WETH 9.0*@0%, PT-sUSDE-9APR2026→sUSDE 6.2@0%, PT-USDe-15JAN2026→USDe 6.3@0%, PT-sUSDE-15JAN2026→sUSDE 6.2@0%, PT-USDe-9APR2026→USDe 6.3@0%)",https://defillama.com/yields/pool/6cf9108a-4832-4681-95d7-757d51d3b24a,
USD,Convex Finance,Ethereum,LP,Curve Lend – fxSAVE collateral,Med-High,DefiLlama,CRVUSD,409093,7.92618,13.90451,10.61436,3.9443,3.98188,,"score 4.7; CRVUSD 5.7 (pharos 7.2, tid 4.5); -1 tvl<1M",https://defillama.com/yields/pool/81f0762a-8596-46e2-aca7-c2cac4958a1e,
USD,Fusion by IPOR,Ethereum,Lending,TAU Yield Bond ETF,Med-Low,DefiLlama,USDC,259549,7.89281,7.96001,7.89872,7.89281,0,,"score 7.9; USDC 8.9 (credora 9.5, pharos 8.8, tid 8.5); allocation leg 8.9 (USDC 8.9@39%, USDC 8.9@35%, USDC 8.9@15%, USDC 8.9@11%, USDC 8.9@0%); -1 tvl<1M",https://defillama.com/yields/pool/ce17a53c-5299-42be-bd2c-b28a6a855939,
USD,Yearn Finance,Ethereum,Lending,YBOLD,Med-Low,DefiLlama,YBOLD,6150448,7.89172,7.64973,6.99885,7.89172,0,,score 7.9; YBOLD 7.9 (pharos 7.9),https://defillama.com/yields/pool/4c29f645-12db-461f-a1d7-16900d624271,
USD,Strata Markets,Ethereum,Lending,SRUSDE,Med-High,DefiLlama,SRUSDE,37715999,7.89045,4.28308,3.65594,7.89045,,,"score 5.3; USDE 6.8 (pharos 7.2, tid 6.5); -2 red flags; +0.5 senior tranche buffer",https://defillama.com/yields/pool/843be062-d836-43ef-9670-c78d6ecb60bf,MISMATCH(source 3.70)
USD,Lagoon,Avalanche,Lending,AGUSDC,High,DefiLlama,AGUSDC,1042182,7.86688,7.61565,8.10995,7.86688,,,unrated: internal signals only,https://defillama.com/yields/pool/763f056b-94ce-47cc-843a-6beb6eee0946,
USD,Aerodrome Slipstream,Base,LP,CL50 - 0.007%,Med-Low,DefiLlama,EURC-USDC,2254898,7.82613,25.43803,19.10987,5.84727,1.97886,,"score 7.9; EURC 8.2 (pharos 8.2); USDC 8.9 (credora 9.5, pharos 8.8, tid 8.5); worst leg: EURC; capped 7.9: not VERIFIED",https://defillama.com/yields/pool/847c874f-d4e7-47ed-8870-97d2f24a8767,
USD,Pareto Credit,Ethereum,Lending,Pareto AA Tranche - FalconXUSDC,Med-High,DefiLlama,USDC,145043769,7.81568,7.84481,7.97882,7.81568,,,"score 5.9; USDC 8.9 (credora 9.5, pharos 8.8, tid 8.5); capped 7.9: not VERIFIED; capped 5.9: allocation not visible",https://defillama.com/yields/pool/2eb2bdf8-c3e3-5b30-8d49-8d5232294184,
USD,Yuzu Money,Plasma,Lending,SYZUSD,High,DefiLlama,SYZUSD,36479729,7.78167,7.65417,7.61929,7.78167,,,score 3.0; SYZUSD 3.0 (tid 3.0),https://defillama.com/yields/pool/6174b1d6-8212-4964-95bf-ca9c539864ba,
USD,Yuzu Money,Monad,Lending,SYZUSD,High,DefiLlama,SYZUSD,10964069,7.78167,7.65417,7.61929,7.78167,,,score 3.0; SYZUSD 3.0 (tid 3.0),https://defillama.com/yields/pool/c51e151e-44ad-4f25-9911-102bd00811dc,
USD,Yuzu Money,Sei,Lending,SYZUSD,High,DefiLlama,SYZUSD,8984285,7.78167,7.65417,7.61929,7.78167,,,score 3.0; SYZUSD 3.0 (tid 3.0),https://defillama.com/yields/pool/20ccc2e5-0eca-4d9d-abd0-313908f51b31,
USD,Yuzu Money,Ethereum,Lending,SYZUSD,High,DefiLlama,SYZUSD,759855,7.78167,7.65417,7.61929,7.78167,,,score 2.0; SYZUSD 3.0 (tid 3.0); -1 tvl<1M,https://defillama.com/yields/pool/570ddae7-acae-4277-905b-278cd994b08d,
USD,Kamino Lend,Solana,Lending,OnRe Market,Med-High,DefiLlama,USDC,1234194,7.77059,9.73018,8.91348,7.77059,,,"score 4.8; USDG 7.5 (pharos 7.3, tid 7.0, yearn 8.4); market reserves leg 5.8 (ONyc 4.4@68%, USDC 8.9@30%, PT-ONyc-10SEP26→ONyc 3.9@1%, USDS 8.3@0%, USDC 8.9@0%, USDC 8.9@0%, USDC 8.9@0%, AUSD 6.5@0%, USDT 8.0@0%, USDC 8.9@0%); market reserves leg governs; -1 util 95%",https://defillama.com/yields/pool/d43d4478-f785-41ab-9bd0-6d48f75c84a1,
USD,Curve DEX,Ethereum,LP,ftUSD/USDC,Med-High,DefiLlama,ftUSD-USDC,243266,7.70445,7.48374,6.83051,0.9,6.80445,,"score 4.3; FTUSD 5.3 (pharos 6.1, yearn 4.4); USDC 8.9 (credora 9.5, pharos 8.8, tid 8.5); worst leg: FTUSD; -1 tvl<1M",https://defillama.com/yields/pool/f6df3c6a-c52c-414d-a82a-17e98eb90dcb,
USD,Morpho Blue,Ethereum,Lending,SENPYUSDMWIN,High,DefiLlama,SENPYUSDMWIN,26832988,7.69065,6.65331,7.00321,1.33081,6.35984,,score 1.5; allocation leg 3.0 (mWIN unrated@100%); -1 util 93%; -0.5 concentrated book 100%,https://defillama.com/yields/pool/e0025c75-bee9-59ed-9b4b-efe23123405f,
USD,Morpho Blue,Monad,Lending,CSAAUSD,High,DefiLlama,CSAAUSD,1817549,7.67883,7.87781,7.62041,5.67883,2,,"score 2.0; allocation leg 3.0 (naccUSDC unrated@68%, YZM unrated@32%, vUSD 3.9@0%); -1 util 92%",https://defillama.com/yields/pool/a9fac1a0-f898-47b5-b7d3-d4d07c5f8a89,
USD,Midas RWA,Ethereum,Lending,mAPOLLO,Med-High,DefiLlama,USDC,7750503,7.66,7.57286,8.37267,7.66,,,score 4.8; MAPOLLO 4.8 (pharos 4.8),https://defillama.com/yields/pool/435b3f8a-6c72-4db5-94e4-ffc93c5f0f69,
USD,Current,Sui,Lending,MainMarket,Med-High,DefiLlama,USDT,536632,7.64501,7.83003,8.96058,2.77772,4.86729,,"score 5.9; USDT 8.0 (credora 8.4, pharos 8.7, tid 7.0); -1 tvl<1M; capped 5.9: collateral not visible",https://defillama.com/yields/pool/a1577bc0-3aab-4501-90f0-3c7d5dd78406,
USD,Fluid Lending,Polygon,Lending,USDT0,Med-Low,DefiLlama,USDT0,509335,7.62,6.43143,3.98867,7.62,,,"score 7.0; USDT 8.0 (credora 8.4, pharos 8.7, tid 7.0); -1 tvl<1M",https://defillama.com/yields/pool/4a61f9bc-3e9a-4849-8b2c-67574dd22a86,
USD,Neverland,Monad,Lending,Neverland Interest Bearing AUSD,Med-High,DefiLlama,AUSD,569720,7.56536,8.23015,8.24822,3.66413,3.90123,,"score 5.5; AUSD 6.5 (pharos 7.0, tid 6.0); -1 tvl<1M",https://defillama.com/yields/pool/ba0f675f-9f14-407b-b278-66d8f59f49ca,
USD,Lista Lending,Ethereum,Lending,Lista USDC Savings Vault,Med-Low,DefiLlama,USDC,4512070,7.55213,7.95095,6.80631,0.37515,7.17698,,"score 7.9; USDC 8.9 (credora 9.5, pharos 8.8, tid 8.5); capped 7.9: not VERIFIED",https://defillama.com/yields/pool/005bdeab-17c3-4561-961d-fef74f4ca6f9,REWARD-HEAVY(emissions 7.2 of 7.6 unverified)
USD,Midas RWA,Ethereum,Lending,mFONE,Med-High,DefiLlama,USDC,64639149,7.55,7.48143,8.658,7.55,,,score 4.8; MFONE 4.8 (pharos 4.8),https://defillama.com/yields/pool/7d491f26-a03b-4eca-ae2c-e068391b15d3,
USD,Convex Finance,Ethereum,LP,Curve.fi Factory Plain Pool: crvUSD/USDT,Med-High,DefiLlama,USDT-crvUSD,8809840,7.5051,7.01094,6.04025,0.42,7.0851,,"score 5.7; USDT 8.0 (credora 8.4, pharos 8.7, tid 7.0); CRVUSD 5.7 (pharos 7.2, tid 4.5); worst leg: CRVUSD",https://defillama.com/yields/pool/a3ffd3fe-b21c-44eb-94d5-22c80057a600,
USD,Convex Finance,Ethereum,LP,GHO/crvUSD,Med-High,DefiLlama,GHO-crvUSD,986517,7.44062,7.3502,6.60414,0.05,7.39062,,"score 4.7; GHO 6.2 (pharos 7.1, tid 5.5); CRVUSD 5.7 (pharos 7.2, tid 4.5); worst leg: CRVUSD; -1 tvl<1M",https://defillama.com/yields/pool/b790a7e7-e493-4822-937f-94204b0cbfb5,
USD,Aave V3,Ethereum,Lending,SUSDE,Med-Low,DefiLlama,SUSDE,292829209,7.43485,6.7542,6.05035,0,2.90783,4.52702,"score 6.7; SUSDE 6.7 (pharos 6.9, tid 6.5); pool collateral leg 8.5 (tBTC 9.0@46%, rETH 8.3*@35%, cbETH 8.3*@6%, FBTC 7.3*@5%, weETH 7.0@4%, BTC.b 6.6@1%, AAVE 8.0*@1%, syrupUSDT 5.9@0%, wstETH 8.5*@0%)",https://defillama.com/yields/pool/29932dea-cd71-44c3-95bd-3e1525f4e3dd,
USD,Curve DEX,Ethereum,LP,sUSDe/crvUSD,Med-High,DefiLlama,crvUSD-sUSDe,758593,7.42265,6.03376,5.09508,4.86,2.56265,,"score 4.7; CRVUSD 5.7 (pharos 7.2, tid 4.5); SUSDE 6.7 (pharos 6.9, tid 6.5); worst leg: CRVUSD; -1 tvl<1M",https://defillama.com/yields/pool/7e871eb8-f746-4af2-958d-1239bce4508e,
USD,Lagoon,Ethereum,Lending,SYNUSD+,Med-High,DefiLlama,SYNUSD+,6340108,7.3973,7.78471,7.43044,7.3973,,,unrated: internal signals only,https://defillama.com/yields/pool/41e759da-5cfd-45b9-bb50-316a72fcb3b5,
USD,Uniswap V3,Arbitrum,LP,0.3%,High,DefiLlama,RAIN-USDT,1020660,7.37354,7.7826,8.08966,7.37354,,,"score 3.0; USDT 8.0 (credora 8.4, pharos 8.7, tid 7.0); RAIN unrated 3.0; worst leg: RAIN",https://defillama.com/yields/pool/1c32b871-97ec-4760-a6d2-0e04d2784643,
USD,Euler V2,Monad,Lending,EVK Vault eAUSD-17,Med-High,DefiLlama,AUSD,1405364,7.34882,7.36509,6.81556,6.03296,1.31586,,"score 6.0; AUSD 6.5 (pharos 7.0, tid 6.0); collateral leg 6.0 (PT-AUSD-8OCT2026→AUSD 6.0@100%); collateral leg governs",https://defillama.com/yields/pool/34320b49-244c-5594-a5b7-053e4ca5339b,
USD,Morpho Blue,Stable,Lending,StableEarn,High,DefiLlama,USDT0,23726148,7.30487,6.42192,6.37241,4.97995,2.32492,,unrated: internal signals only,https://defillama.com/yields/pool/a259a0f0-8897-4740-b3b2-0ae1041f1bf0,
USD,Euler V2,Monad,Lending,Clearstar Earn USDC,Med-Low,DefiLlama,USDC,1149880,7.27707,8.55637,9.39436,6.02707,1.25,,"score 7.9; USDC 8.9 (credora 9.5, pharos 8.8, tid 8.5); capped 7.9: not VERIFIED",https://defillama.com/yields/pool/d711af54-e736-470f-8a22-431a23de76df,
USD,Fusion by IPOR,Ethereum,Lending,TESS USDe sUSDe Loop Vault,Med-High,DefiLlama,USDE,519752,7.26555,9.0674,8.23127,7.26555,0,,"score 4.3; USDE 6.8 (pharos 7.2, tid 6.5); allocation leg 8.5 (aave-v3 8.5†@100%, USDe 6.8@0%, aave-v3 8.5†@0%); -1 tvl<1M; -1 leveraged strategy; -0.5 concentrated book 100%",https://defillama.com/yields/pool/d78dabdc-0ce1-59ee-a4cc-82ce705763dd,
USD,Lista Lending,Ethereum,Lending,Lista USDT Savings Vault,Med-Low,DefiLlama,USDT,2844129,7.25894,6.85156,5.99843,0.43839,6.82055,,"score 8.0; USDT 8.0 (credora 8.4, pharos 8.7, tid 7.0)",https://defillama.com/yields/pool/5e953c59-150a-4e1a-a117-3db74c7c8591,REWARD-HEAVY(emissions 6.8 of 7.3 unverified)
USD,Morpho Blue,Ethereum,Lending,HYPERUSDCA,Med-Low,DefiLlama,HYPERUSDCA,2083569,7.21125,7.31059,7.42762,7.21125,0,,"score 6.5; allocation leg 8.5 (wstETH 8.5*@50%, wstETH 8.5*@32%, cbBTC 8.5*@17%); -2 red flags",https://defillama.com/yields/pool/3d438f2e-0022-4814-80be-f626ba8fcd40,MISMATCH(source 3.84)
USD,Morpho Blue,Ethereum,Lending,Steakhouse Confidential Prime USDC,Low,DefiLlama,USDC,39506252,7.19953,7.19969,7.22207,7.19953,0,,"score 8.0; allocation leg 8.5 (cbBTC 8.5*@94%, wstETH 8.5*@5%, WETH 9.0*@1%); -0.5 concentrated book 94%",https://defillama.com/yields/pool/2f5341f4-6c2e-4c65-b2e0-10cd5228ff62,
USD,Euler V2,Monad,Lending,EVK Vault eAUSD-16,Med-High,DefiLlama,AUSD,1277938,7.19947,7.19923,7.96182,5.94947,1.25,,"score 6.0; AUSD 6.5 (pharos 7.0, tid 6.0); collateral leg 6.0 (PT-AUSD-8OCT2026→AUSD 6.0@100%); collateral leg governs",https://defillama.com/yields/pool/e150c112-d6f3-42f5-8c8d-78580058e1fd,
USD,Pareto Credit,Ethereum,Lending,Pareto AA Tranche - RockawayXUSDC,Med-High,DefiLlama,USDC,21952201,7.125,7.125,7.125,7.125,,,"score 5.9; USDC 8.9 (credora 9.5, pharos 8.8, tid 8.5); -2 self-reported; capped 5.9: allocation not visible",https://defillama.com/yields/pool/015556b9-0b7d-5dc5-9a9d-99ee3fbe89ee,SELF-REPORTED(flat 30d history)
USD,Convex Finance,Ethereum,LP,crvUSD/frxUSD,Med-High,DefiLlama,frxUSD-crvUSD,11012299,7.09617,7.28649,6.19105,0.16,6.93617,,"score 5.7; FRXUSD 6.2 (pharos 7.0, tid 5.5); CRVUSD 5.7 (pharos 7.2, tid 4.5); worst leg: CRVUSD",https://defillama.com/yields/pool/22a20de7-791a-48f2-8765-537db17b7f9e,
USD,Curve DEX,Ethereum,LP,FRXUSD-SGHO,Med-High,DefiLlama,FRXUSD-SGHO,683455,7.08788,7.44422,8.54229,3.42,3.66788,,"score 5.2; FRXUSD 6.2 (pharos 7.0, tid 5.5); SGHO 6.6 (pharos 6.7, tid 5.5, yearn 8.0); worst leg: FRXUSD; -1 tvl<1M",https://defillama.com/yields/pool/e7464c49-c29a-443f-b449-a23d64c455e1,
USD,3Jane Lending,Ethereum,Lending,USD3,Med-High,DefiLlama,USD3,72418142,7.02493,6.9186,6.8286,7.02493,,,"score 5.0; USD3 5.0 (pharos 7.2, tid 3.5, yearn 4.4)",https://defillama.com/yields/pool/f8cd444e-d99f-4132-b234-fd3482bf8806,
USD,Kamino Lend,Solana,Lending,JLP Market,Med-Low,DefiLlama,USDC,566124,7.02013,5.12036,5.53569,7.02013,,,"score 7.9; USDC 8.9 (credora 9.5, pharos 8.8, tid 8.5); -1 tvl<1M",https://defillama.com/yields/pool/62649c90-e61a-4ffc-ba31-3d754b7461fc,
USD,Morpho Blue,Robinhood Chain,Lending,STEAKUSDG,High,DefiLlama,STEAKUSDG,451580704,7.01884,6.97338,7.00744,3.74296,3.27588,,unrated: internal signals only,https://defillama.com/yields/pool/32f586b4-5358-5aa2-88ee-c842139e7023,
USD,Curve DEX,Ethereum,LP,USDT-USDE,Med-High,DefiLlama,USDT-USDE,983645,7.00785,9.60755,6.6638,3.27,3.73785,,"score 5.8; USDT 8.0 (credora 8.4, pharos 8.7, tid 7.0); USDE 6.8 (pharos 7.2, tid 6.5); worst leg: USDE; -1 tvl<1M",https://defillama.com/yields/pool/79e1d4b1-2340-4506-a4a0-a23e05fcf2d2,
USD,Curve DEX,Ethereum,LP,LlamaThena,Med-High,DefiLlama,scrvUSD-sUSDe,1520089,6.97128,5.81259,5.12955,4.67,2.30128,,"score 5.7; CRVUSD 5.7 (pharos 7.2, tid 4.5); SUSDE 6.7 (pharos 6.9, tid 6.5); worst leg: CRVUSD",https://defillama.com/yields/pool/0d6b4d03-fb91-4b6f-bd55-544e7aa71200,
USD,Morpho Blue,Katana,Lending,BBQUSDC,Med-Low,DefiLlama,BBQUSDC,1462351,6.96949,6.90017,6.48944,5.63761,1.33188,,score 7.9; BBQUSDC 8.1 (pharos 8.1); capped 7.9: not VERIFIED,https://defillama.com/yields/pool/938e1047-c2df-4b13-acaa-15fa76db50cc,
USD,Convex Finance,Ethereum,LP,Curve.fi Factory Plain Pool: crvUSD/USDC,Med-High,DefiLlama,USDC-crvUSD,10135117,6.95657,7.14413,6.11599,0.77,6.18657,,"score 5.7; USDC 8.9 (credora 9.5, pharos 8.8, tid 8.5); CRVUSD 5.7 (pharos 7.2, tid 4.5); worst leg: CRVUSD",https://defillama.com/yields/pool/755fcec6-f4fd-4150-9184-60f099206694,
USD,Curvance,Monad,Lending,vUSD/AUSD,High,DefiLlama,AUSD,549253,6.94909,6.94882,8.16165,4.94909,2,,"score 2.9; AUSD 6.5 (pharos 7.0, tid 6.0); collateral leg 3.9 (vUSD 3.9@100%); collateral leg governs; -1 tvl<1M",https://defillama.com/yields/pool/891b38e9-6145-4f44-83fb-4a9524157bca,
USD,Dolomite,Ethereum,Lending,USDC,Med-Low,DefiLlama,USDC,33113017,6.94151,7.20021,7.51432,3.13446,3.80705,,"score 7.9; USDC 8.9 (credora 9.5, pharos 8.8, tid 8.5); capped 7.9: not VERIFIED",https://defillama.com/yields/pool/20e45c3e-7de7-4d34-89e7-20858ecdf252,
USD,Curve DEX,Ethereum,LP,SaveDola,High,DefiLlama,scrvUSD-sDOLA,5125403,6.93,6.68174,6.17558,5.48,1.45,,"score 2.5; CRVUSD 5.7 (pharos 7.2, tid 4.5); SDOLA 5.0 (pharos 5.6, tid 4.5); worst leg: SDOLA; -2 red flags; -0.5 pool 79% in sDOLA",https://defillama.com/yields/pool/6ba003eb-fb87-4771-a542-e41d352e7c82,MISMATCH(curve total 1.47)
USD,fx Protocol,Ethereum,Lending,FXUSDSTABILITYPOOLV2.0,High,DefiLlama,FXUSDSTABILITYPOOLV2.0,73860243,6.91,7.01,6.801,,,,unrated: internal signals only,https://defillama.com/yields/pool/abd6c9e1-3b52-459a-a31b-9022a4dcf7e2,
USD,Convex Finance,Ethereum,LP,Curve Vault for crvUSD,Med-High,DefiLlama,crvUSD,2217026,6.89778,6.44735,5.63028,0.7025,6.19528,,"score 5.7; CRVUSD 5.7 (pharos 7.2, tid 4.5)",https://defillama.com/yields/pool/659de03b-a9fd-41ee-8a1c-7c7de1c6782a,REWARD-HEAVY(emissions 6.2 of 6.9 unverified)
USD,Morpho Blue,Ethereum,Lending,CSUSDC,High,DefiLlama,CSUSDC,1511201,6.8924,6.54387,6.72288,6.8924,0,,"score 3.9; allocation leg 3.9 (nvPRIME unrated@83%, cbBTC 8.5*@17%)",https://defillama.com/yields/pool/05c5acfb-eb6c-40bd-865c-2015c017e953,
USD,Curve DEX,Ethereum,LP,avUSD/frxUSD,Med-High,DefiLlama,frxUSD-avUSD,613911,6.87962,7.3152,7.43922,0.02,6.85962,,"score 4.1; FRXUSD 6.2 (pharos 7.0, tid 5.5); AVUSD 5.1 (pharos 5.9, tid 4.5); worst leg: AVUSD; -1 tvl<1M",https://defillama.com/yields/pool/1044613e-47c3-48b8-b608-9986da8fbe7b,
USD,Uniswap V4,Ethereum,LP,0.02%,High,DefiLlama,USDAT-USDC,299921,6.8398,,6.83944,6.8398,,,"score 2.7; USDAT 5.7 (pharos 6.2, tid 4.5, yearn 6.8); USDC 8.9 (credora 9.5, pharos 8.8, tid 8.5); worst leg: USDAT; -2 red flags; -1 tvl<1M",https://defillama.com/yields/pool/63ab47b3-4378-5622-9ac9-a73f4a1e6fba,STALE(4d old); NEW(1d history)
USD,Curve DEX,Ethereum,LP,MSUSD-FRAXBP,High,DefiLlama,MSUSD-FRAXBP,766284,6.82599,6.39723,6.396,0.43,6.39599,,score 0.5; MSUSD 0.5 (pharos 0.5); FRAXBP unrated 3.0; worst leg: MSUSD; -1 tvl<1M; -1 pool 95% in msUSD,https://defillama.com/yields/pool/62ca653d-a58c-4363-9ffb-b6ceea56a712,
USD,Fluid Lending,Plasma,Lending,Fluid Gho Token,Med-High,DefiLlama,GHO,7332230,6.8,6.29857,6.88867,4.66,2.14,,"score 5.5; GHO 6.2 (pharos 7.1, tid 5.5); collateral leg 5.5 (sUSDai 5.5@100%); collateral leg governs",https://defillama.com/yields/pool/9c03c77d-e19c-4fcd-9b68-14e254676552,
USD,Yearn Finance,Ethereum,Lending,USD yVault,Med-High,DefiLlama,USDC,9271725,6.79961,6.78788,6.33803,6.79961,0,,"score 4.8; USDC 8.9 (credora 9.5, pharos 8.8, tid 8.5); strategy book leg 4.8 (Morpho Yearn OG USDC C[yearn og usdc] 3.0†@60%, USDC To sUSDS De~sUSDS 7.6†@10%, Katana yvUSDC Co~yvUSDC 9.3†@10%, stcUSD/USDC Pawn~stcUSD 7.4†@9%, sUSDS Pendle PT ~Pendle 6.5†@6%, USD3 Pendle PT M~USD3 5.0†@4%); strategy book leg governs",https://defillama.com/yields/pool/d5959f91-86ce-4177-b234-49e1f17d8f82,
USD,Fluid Lending,Plasma,Lending,Fluid USDT0,High,DefiLlama,USDT0,27109503,6.78,5.92286,6.06833,6.78,,,"score 3.0; USDT 8.0 (credora 8.4, pharos 8.7, tid 7.0); collateral leg 3.0 (sUSDai-USDT0 unrated@100%); collateral leg governs",https://defillama.com/yields/pool/21e972fb-b330-4289-8bfa-6a14e925ecdb,
USD,Yearn Finance,Ethereum,Lending,Morpho Yearn OG USDC Compounder,Med-High,DefiLlama,USDC,6075582,6.76104,6.68672,6.61251,6.76104,0,,"score 5.9; USDC 8.9 (credora 9.5, pharos 8.8, tid 8.5); capped 7.9: not VERIFIED; capped 5.9: allocation not visible",https://defillama.com/yields/pool/90cb9575-6a55-4900-9536-ead80c7dfa6c,
USD,Morpho Blue,Hyperliquid L1,Lending,GTUSDCC,High,DefiLlama,GTUSDCC,2288167,6.74685,6.44178,6.11798,6.74685,0,,unrated: internal signals only,https://defillama.com/yields/pool/fa3d7f72-7a2e-4275-863a-228cb247a096,
