Data Check  ·  25 Aug 2026  ·  history checks: all rows; cross-source: yieldz protocol data + on-chain reads,,,,,,,,,,,
Tab,Farm,Chain,Protocol,APY Now,7d,Verdict,Cross-Source APY,Source,Flags,Risk,Risk Basis
USD Farms,Pareto AA Tranche - FalconXUSDC,Ethereum,Pareto Credit,8.01961,8.01961,UNVERIFIED,,,,Med-High (5.9),"score 5.9; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); capped 7.9: not VERIFIED; capped 5.9: allocation not visible"
USD Farms,PT USDC Meta Vault 29OCT2026,Ethereum,Pendle,7.94163,7.94163,UNVERIFIED,,,,High,unrated: internal signals only
USD Farms,INTMKSRROYUSDC,Ethereum,Makina,7.79429,5.80001,UNVERIFIED,,,,High,unrated: internal signals only
USD Farms,0.01%,Ethereum,Uniswap V3,7.76575,3.39858,UNVERIFIED,,,,Med-High (5.9),"score 5.9; USD1 6.9 (credora 9.0, pharos 4.8); USDT 7.1 (credora 8.4, pharos 6.0, tid 7.0); worst leg: USD1; -1 tvl<1M"
USD Farms,Staked USN · Junior,Base,Royco V2,7.76356,7.99126,UNVERIFIED,,,,High,unrated: internal signals only
USD Farms,Curve LlamaLend sfrxUSD,Ethereum,Stake DAO,7.520250000000001,7.24759,UNVERIFIED,,,,Med-High (5.8),"score 5.8; CRVUSD 5.8 (pharos 7.3, tid 4.5)"
USD Farms,USDC,Ethereum,Dolomite,7.49226,7.79662,UNVERIFIED,,,,Med-Low (7.9),"score 7.9; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); capped 7.9: not VERIFIED"
USD Farms,SYZUSD,Monad,Yuzu Money,7.47632,7.69195,UNVERIFIED,,,,High,unrated: internal signals only
USD Farms,SYZUSD,Sei,Yuzu Money,7.47632,7.69195,UNVERIFIED,,,,High,unrated: internal signals only
USD Farms,SYZUSD,Ethereum,Yuzu Money,7.47632,7.69195,UNVERIFIED,,,,High,unrated: internal signals only
USD Farms,USDSHFMK,Ethereum,Makina,7.39202,5.83355,UNVERIFIED,,,,High,unrated: internal signals only
ETH Farms,BALANCERRETH-AAVEWETH,Arbitrum,Balancer V3,7.3,6.23948,UNVERIFIED,,,,High,unrated: internal signals only
USD Farms,Fluid Lite USD Vault,Ethereum,Fluid Lite,7.22,7.10429,UNVERIFIED,,,,Med-Low (7.9),"score 7.9; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); capped 7.9: not VERIFIED"
USD Farms,0.01%,Monad,Uniswap V3,7.21114,10.21304,UNVERIFIED,,,,High (3.0),"score 3.0; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); EURW unrated 3.0; worst leg: EURW"
USD Farms,PLP USDC Meta Vault 29OCT2026,Ethereum,Pendle,7.19358,7.12629,UNVERIFIED,,,,High,unrated: internal signals only
USD Farms,USDS,Ethereum,Yearn Finance,7.03942,7.58477,UNVERIFIED,,,,Med-High (5.9),"score 5.9; USDS 8.3 (credora 8.4, pharos 8.0, tid 7.5, yearn 9.6); capped 7.9: not VERIFIED; capped 5.9: allocation not visible"
USD Farms,Concrete Frontier USDC,Ethereum,Concrete,6.94277,6.0062,UNVERIFIED,,,,High,unrated: internal signals only
USD Farms,AGUSDC,Avalanche,Lagoon,6.83639,7.09006,UNVERIFIED,,,,Med-High (5.5),"score 5.5; strategy book leg 5.5 (Balancer v3 - US~USDP 5.6†@34%, Curve - frxUSDP† 7.5†@20%, Parallelbest - S~USDp 5.6†@19%, Avant Protocol - avUSDx unrated@14%, Avant Protocol -~savUSD 4.8†@13%)"
USD Farms,0.01%,Arbitrum,Uniswap V3,6.82566,5.74268,UNVERIFIED,,,,Med-Low (7.1),"score 7.1; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); USDT 7.1 (credora 8.4, pharos 6.0, tid 7.0); worst leg: USDT"
USD Farms,SuperVault,Ethereum,Superform,6.75695,6.65898,UNVERIFIED,,,,High,unrated: internal signals only
USD Farms,Staked USN · Senior,Base,Royco V2,6.74277,6.94073,UNVERIFIED,,,,High,unrated: internal signals only
USD Farms,0.01%,Avalanche,Uniswap V3,6.71327,3.96996,UNVERIFIED,,,,High (2.0),"score 2.0; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); EUROC unrated 3.0; worst leg: EUROC; -1 tvl<1M"
USD Farms,BOLDUSDC,Ethereum,Yearn Finance,6.69501,6.33326,UNVERIFIED,,,,High,unrated: internal signals only
ETH Farms,GAMIETH,Ethereum,Lagoon,6.63763,5.68005,UNVERIFIED,,,,Med-High (5.3),"score 5.3; strategy book leg 6.3 (Morpho Market - ~USDT 6.5†@65%, Lagoon - Gami US~USDC 5.9†@34%); -1 tvl<1M"
USD Farms,USD3,Ethereum,3Jane Lending,6.60822,6.68154,UNVERIFIED,,,,Med-High (5.0),"score 5.0; USD3 5.0 (pharos 7.2, tid 3.5, yearn 4.4)"
USD Farms,BOLD deposited in the WSTETH Stability Pool earns continuous BOLD yield and periodic WSTETH rewards from Trove liquidations,Ethereum,Liquity V2,6.59342,6.02814,UNVERIFIED,,,,Med-Low (7.9),score 7.9; BOLD 8.4 (pharos 8.4); capped 7.9: not VERIFIED
USD Farms,Morpho,Monad,Beefy,6.57554,6.72609,UNVERIFIED,,,,Med-Low (8.0),"score 8.0; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); -1 tvl<1M"
USD Farms,0.05%,Ethereum,Uniswap V3,6.53732,3.9635,UNVERIFIED,,,,Med-High (4.7),"score 4.7; USDM 4.7 (pharos 4.4, tid 5.0); USDT 7.1 (credora 8.4, pharos 6.0, tid 7.0); worst leg: USDM"
ETH Farms,0.35%,Base,Uniswap V4,6.48577,3.35201,UNVERIFIED,,,,High (2.0),score 2.0; ETH 9.0 (credora 9.0); FLETH unrated 3.0; worst leg: FLETH; -1 tvl<1M
ETH Farms,BALANCERRETH-AAVEWETH,Base,Balancer V3,6.45348,5.36151,UNVERIFIED,,,,High,unrated: internal signals only
USD Farms,Re Protocol Deposit Token,Ethereum,Re,6.43939,6.38809,UNVERIFIED,,,,Med-High (5.2),"score 5.2; REUSD 5.2 (pharos 5.1, tid 6.0, yearn 4.0)"
USD Farms,BBQUSDC,Katana,Morpho Blue,6.39772,7.22705,UNVERIFIED,,,,Med-Low (7.9),score 7.9; BBQUSDC 8.3 (pharos 8.3); capped 7.9: not VERIFIED
USD Farms,Fluid Tether USD,Ethereum,Fluid Lending,6.34,5.51143,UNVERIFIED,,,,Med-Low (7.1),"score 7.1; USDT 7.1 (credora 8.4, pharos 6.0, tid 7.0)"
USD Farms,USDC,Ethereum,Compound V3,6.31923,5.34037,UNVERIFIED,,,,Med-Low (7.9),"score 7.9; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); capped 7.9: not VERIFIED"
USD Farms,USD yVault,Ethereum,Yearn Finance,6.29434,6.6672,UNVERIFIED,,,,Med-High (5.9),"score 5.9; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); capped 7.9: not VERIFIED; capped 5.9: allocation not visible"
USD Farms,StableEarn,Stable,Morpho Blue,6.26583,6.56861,UNVERIFIED,,,,High,unrated: internal signals only
USD Farms,Curve Lend – sfrxUSD collateral,Ethereum,Convex Finance,6.23397,5.8607,UNVERIFIED,,,,Med-High (5.8),"score 5.8; CRVUSD 5.8 (pharos 7.3, tid 4.5)"
USD Farms,CSVBUSDT,Katana,Morpho Blue,6.18086,5.85055,UNVERIFIED,,,,High,unrated: internal signals only
USD Farms,BOLD deposited in the RETH Stability Pool earns continuous BOLD yield and periodic RETH rewards from Trove liquidations,Ethereum,Liquity V2,6.15936,5.09002,UNVERIFIED,,,,Med-Low (7.9),score 7.9; BOLD 8.4 (pharos 8.4); capped 7.9: not VERIFIED
USD Farms,DOLA-SUSDS,Ethereum,Yearn Finance,6.11149,6.10689,UNVERIFIED,,,,Med-High (5.0),"score 5.0; DOLA 5.0 (pharos 5.6, tid 4.5); SUSDS 7.6 (pharos 7.8, tid 7.5); worst leg: DOLA"
USD Farms,BOLD deposited in the ETH Stability Pool earns continuous BOLD yield and periodic ETH rewards from Trove liquidations,Ethereum,Liquity V2,6.05404,4.99278,UNVERIFIED,,,,Med-Low (7.9),score 7.9; BOLD 8.4 (pharos 8.4); capped 7.9: not VERIFIED
USD Farms,CRVUSD,Ethereum,Yearn Finance,6.00858,5.89996,UNVERIFIED,,,,Med-High (4.8),"score 4.8; CRVUSD 5.8 (pharos 7.3, tid 4.5); -1 tvl<1M"
USD Farms,USDC-2 yVault,Ethereum,Yearn Finance,5.96269,6.03422,UNVERIFIED,,,,Med-High (5.9),"score 5.9; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); capped 7.9: not VERIFIED; capped 5.9: allocation not visible"
USD Farms,Aave Monad AUSD,Monad,Aave V3,5.9584,5.95384,UNVERIFIED,,,,Med-Low (6.1),"score 6.1; AUSD 6.1 (pharos 6.3, tid 6.0)"
USD Farms,USDM,MegaETH,Aave V3,5.95248,5.30597,UNVERIFIED,,,,High (3.7),"score 3.7; USDM 4.7 (pharos 4.4, tid 5.0); -1 tvl<1M"
USD Farms,GTUSDCC,Hyperliquid L1,Morpho Blue,5.90675,5.83133,UNVERIFIED,,,,High,unrated: internal signals only
USD Farms,0.01%,Ethereum,Uniswap V4,5.88789,5.5098,UNVERIFIED,,,,Med-Low (6.3),"score 6.3; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); USDG 7.3 (pharos 6.9, tid 7.0, yearn 8.4); worst leg: USDG; -1 tvl<1M"
USD Farms,Expert Mode,Ethereum,Sky Lending,5.86,5.63143,UNVERIFIED,,,,Med-Low (7.4),score 7.4; STUSDS 7.4 (pharos 7.4)
ETH Farms,For LP | Maturity 30DEC2027,Ethereum,Pendle,5.847440000000001,5.61314,UNVERIFIED,,,,Med-Low (7.9),score 7.9; WSTETH 8.5*; capped 7.9: not VERIFIED
USD Farms,FEUSDC,Hyperliquid L1,Morpho Blue,5.74369,5.5816,UNVERIFIED,,,,High,unrated: internal signals only
USD Farms,mHYPER,Monad,Midas RWA,5.73,5.73,UNVERIFIED,,,,Med-High (4.6),"score 4.6; MHYPER 5.6 (pharos 4.9, yearn 6.4); -1 tvl<1M"
USD Farms,mHYPER,Plasma,Midas RWA,5.73,5.73,UNVERIFIED,,,,Med-High (4.6),"score 4.6; MHYPER 5.6 (pharos 4.9, yearn 6.4); -1 tvl<1M"
USD Farms,0.01%,Ethereum,Uniswap V4,5.71402,10.01818,UNVERIFIED,,,,Med-Low (6.1),"score 6.1; USDT 7.1 (credora 8.4, pharos 6.0, tid 7.0); USDG 7.3 (pharos 6.9, tid 7.0, yearn 8.4); worst leg: USDT; -1 tvl<1M"
USD Farms,Morpho,Ethereum,Beefy,5.69467,6.07619,UNVERIFIED,,,,Med-Low (8.0),"score 8.0; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); -1 tvl<1M"
USD Farms,YBOLD,Ethereum,Yearn Finance,5.67854,6.13928,UNVERIFIED,,,,Med-Low (7.9),score 7.9; YBOLD 7.9 (pharos 7.9)
USD Farms,USDC,Hyperliquid L1,HyperLend Pooled,5.63577,5.75738,UNVERIFIED,,,,Med-Low (7.9),"score 7.9; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); capped 7.9: not VERIFIED"
USD Farms,PT Staked YUSD 24SEP2026,Ethereum,Pendle,5.51744,5.50508,UNVERIFIED,,,,Med-High (5.0),score 5.0; SYUSD 6.0 (pharos 6.0); -0.5 PT wrapper; -0.5 PT liquidity <5M
USD Farms,WBTC collateral,OP Mainnet,Curve LlamaLend,5.5038,4.62846,UNVERIFIED,,,,Med-Low (8.0),"score 8.0; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); -1 tvl<1M"
USD Farms,PLP Staked YUSD 24SEP2026,Ethereum,Pendle,5.48303,5.22867,UNVERIFIED,,,,Med-Low (6.0),score 6.0; SYUSD 6.0 (pharos 6.0)
USD Farms,CRVUSDCWBTCWETH,Ethereum,Yearn Finance,5.47824,5.13686,UNVERIFIED,,,,High,unrated: internal signals only
USD Farms,USDC+fxUSD,Ethereum,fx Protocol,5.42,5.34286,UNVERIFIED,,,,High,unrated: internal signals only
USD Farms,SuperVault,Base,Superform,5.3761,5.23939,UNVERIFIED,,,,High,unrated: internal signals only
USD Farms,Curve Vault for crvUSD,Ethereum,Convex Finance,5.375120000000001,5.74895,UNVERIFIED,,,,Med-High (5.8),"score 5.8; CRVUSD 5.8 (pharos 7.3, tid 4.5)"
USD Farms,Staked USDai · Senior,Arbitrum,Royco V2,5.27169,5.26849,UNVERIFIED,,,,High,unrated: internal signals only
USD Farms,Fluid USD Coin,Ethereum,Fluid Lending,5.22,4.67143,UNVERIFIED,,,,Med-Low (7.9),"score 7.9; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); capped 7.9: not VERIFIED"
USD Farms,USDC,Ethereum,Fluid Lending,5.22,4.67143,UNVERIFIED,,,,Med-Low (7.9),"score 7.9; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); capped 7.9: not VERIFIED"
USD Farms,ERC-4626: USDf → sUSDf,Ethereum,Falcon Finance,5.10895,5.41085,UNVERIFIED,,,,High,unrated: internal signals only
USD Farms,LIQUIDUSD,Ethereum,ether.fi Liquid,5.09613,5.92317,UNVERIFIED,,,,High,unrated: internal signals only
USD Farms,Morpho Yearn Morpho Vault 1 Compounder,Base,Yearn Finance,5.00609,4.98806,UNVERIFIED,,,,Med-High (5.9),"score 5.9; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); capped 7.9: not VERIFIED; capped 5.9: allocation not visible"
USD Farms,sfrxUSD collateral,Ethereum,Curve LlamaLend,4.96726,4.61582,UNVERIFIED,,,,Med-High (5.8),"score 5.8; CRVUSD 5.8 (pharos 7.3, tid 4.5)"
ETH Farms,BALANCERRETH-AAVEWETH,OP Mainnet,Balancer V3,4.95797,4.64758,UNVERIFIED,,,,High,unrated: internal signals only
USD Farms,syrupUSDG,Ethereum,Maple,4.95564,4.9879,UNVERIFIED,,,,Med-Low (7.3),"score 7.3; USDG 7.3 (pharos 6.9, tid 7.0, yearn 8.4)"
USD Farms,GTUSDCP,OP Mainnet,Morpho Blue,4.93551,5.20864,UNVERIFIED,,,,Med-Low (7.9),score 7.9; GTUSDCP 8.4 (pharos 8.4); capped 7.9: not VERIFIED
USD Farms,sUSDai-USDC,Arbitrum,Curve DEX,4.93,4.64,UNVERIFIED,,,,Med-High (5.5),"score 5.5; SUSDAI 5.5 (pharos 6.0, tid 5.0); USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); worst leg: SUSDAI"
USD Farms,wstETH collateral,OP Mainnet,Curve LlamaLend,4.8903,6.58443,UNVERIFIED,,,,Med-Low (8.0),"score 8.0; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); -1 tvl<1M"
ETH Farms,YNETHX,Ethereum,YieldNest,4.86686,4.40161,UNVERIFIED,,,,High,unrated: internal signals only
USD Farms,Gauntlet USD Alpha,Base,Gauntlet,4.83196,4.81507,UNVERIFIED,,,,High,unrated: internal signals only
USD Farms,gtUSDa,Ethereum,Gauntlet,4.82969,4.15177,UNVERIFIED,,,,High,unrated: internal signals only
USD Farms,SuperVault,Flare,Superform,4.82911,4.66614,UNVERIFIED,,,,High,unrated: internal signals only
USD Farms,Syrup USDC,Ethereum,Maple,4.82853,4.81512,UNVERIFIED,,,,Med-Low (7.9),"score 7.9; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); capped 7.9: not VERIFIED"
USD Farms,Morpho,Base,Beefy,4.77679,4.87159,UNVERIFIED,,,,Med-Low (8.0),"score 8.0; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); -1 tvl<1M"
USD Farms,TMVUSDC-FRXUSD,Ethereum,Curve DEX,4.77228,4.86146,UNVERIFIED,,,,High (2.0),"score 2.0; FRXUSD 6.1 (pharos 6.9, tid 5.5); TMVUSDC unrated 3.0; worst leg: TMVUSDC; -1 tvl<1M"
ETH Farms,MOONETH,Ethereum,Lagoon,4.76018,4.28927,UNVERIFIED,,,,Med-High (4.5),"score 4.5; strategy book leg 6.0 (Lagoon - Odyssey Lst S† 5.9†@95%, Ether.fi - weETH~weETH 7.0†@5%); -1 tvl<1M; -0.5 concentrated book 95%"
USD Farms,Maple Finance syrupUSDC · Senior,Ethereum,Royco V2,4.75708,4.81547,UNVERIFIED,,,,High,unrated: internal signals only
ETH Farms,Aerodrome,Base,Beefy,4.72722,3.60815,UNVERIFIED,,,,Med-Low (7.4),score 7.4; WETH 9.0*; BSDETH 8.4 (credora 8.4); worst leg: BSDETH; -1 tvl<1M
USD Farms,id 142,Avalanche,Silo V2,4.71301,6.88852,UNVERIFIED,,,,Med-Low (8.0),"score 8.0; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); -1 tvl<1M"
USD Farms,WETH collateral,Arbitrum,Curve LlamaLend,4.6981,5.50714,UNVERIFIED,,,,Med-High (4.8),"score 4.8; CRVUSD 5.8 (pharos 7.3, tid 4.5); -1 tvl<1M"
USD Farms,USDG,Ethereum,Aave V3,4.61273,4.17334,UNVERIFIED,,,,Med-Low (7.3),"score 7.3; USDG 7.3 (pharos 6.9, tid 7.0, yearn 8.4)"
ETH Farms,For LP | Maturity 27AUG2026,Ethereum,Pendle,4.564080000000001,4.53513,UNVERIFIED,,,,Med-Low (7.5),score 7.5; WSTETH 8.5*; -1 tvl<1M
USD Farms,Ember ACRED,Sui,Ember Protocol,4.56,4.39714,UNVERIFIED,,,,Med-High (5.9),"score 5.9; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); capped 7.9: not VERIFIED; capped 5.9: allocation not visible"
USD Farms,Fluid USD Coin,Base,Fluid Lending,4.55,4.45571,UNVERIFIED,,,,Med-Low (7.9),"score 7.9; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); capped 7.9: not VERIFIED"
USD Farms,Moo Morpho Base Steakhouse High Yield USDC,Base,Beefy,4.52051,4.54966,UNVERIFIED,,,,Med-Low (7.9),"score 7.9; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); capped 7.9: not VERIFIED"
ETH Farms,For buying PT-wstETH-27AUG2026,Ethereum,Pendle,4.51451,4.51438,UNVERIFIED,,,,Med-Low (6.5),score 6.5; WSTETH 8.5*; -1 tvl<1M; -0.5 PT wrapper; -0.5 PT liquidity <5M
ETH Farms,Instadapp ETH v2,Ethereum,Fluid Lite,4.45561,4.51437,UNVERIFIED,,,,Med-Low (7.9),score 7.9; ETH 9.0 (credora 9.0); capped 7.9: not VERIFIED
ETH Farms,For buying PT-wstETH-30DEC2027,Ethereum,Pendle,4.396409999999999,4.38447,UNVERIFIED,,,,Med-Low (6.0),score 6.0; WSTETH 8.5*; -0.5 PT wrapper; -1.5 tenor 492d; -0.5 PT liquidity <5M
USD Farms,Syrup USDT,Ethereum,Maple,4.38961,4.29488,UNVERIFIED,,,,Med-Low (7.1),"score 7.1; USDT 7.1 (credora 8.4, pharos 6.0, tid 7.0)"
USD Farms,Moo Morpho Smokehouse USDC,Ethereum,Beefy,4.32356,4.74196,UNVERIFIED,,,,Med-Low (7.9),"score 7.9; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); capped 7.9: not VERIFIED"
USD Farms,USDC,Arbitrum,Dolomite,4.22526,4.2328,UNVERIFIED,,,,Med-Low (7.9),"score 7.9; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); capped 7.9: not VERIFIED"
ETH Farms,DETH,Ethereum,Makina,4.21753,3.57761,UNVERIFIED,,,,High,unrated: internal signals only
USD Farms,WBTC collateral,Ethereum,Curve LlamaLend,4.16226,4.42718,UNVERIFIED,,,,Med-High (5.8),"score 5.8; CRVUSD 5.8 (pharos 7.3, tid 4.5)"
USD Farms,Aave Polygon DAI,Polygon,Aave V3,4.1415,4.00498,UNVERIFIED,,,,Med-Low (7.0),score 7.0; DAI 8.0 (pharos 8.0); -1 tvl<1M
USD Farms,sDOLA collateral,Ethereum,Curve LlamaLend,4.13962,4.28062,UNVERIFIED,,,,Med-High (5.8),"score 5.8; CRVUSD 5.8 (pharos 7.3, tid 4.5)"
USD Farms,FEUSDT02,Hyperliquid L1,Morpho Blue,4.11106,3.76484,UNVERIFIED,,,,High,unrated: internal signals only
USD Farms,TermMax USDC Vault V2,Ethereum,TermMax,4.07971,4.00893,UNVERIFIED,,,,Med-High (5.9),"score 5.9; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); capped 7.9: not VERIFIED; capped 5.9: collateral not visible"
USD Farms,COREUSDT0,Flare,Mystic Finance Lending,4.017,3.48737,UNVERIFIED,,,,High,unrated: internal signals only
ETH Farms,WETH,Arbitrum,Gains Network,4.01549,2.64103,UNVERIFIED,,,,Med-Low (7.9),score 7.9; WETH 9.0*; -1 tvl<1M; capped 7.9: not VERIFIED
ETH Farms,Curve,Fraxtal,Stake DAO,3.93956,3.92488,UNVERIFIED,,,,High (2.0),score 2.0; SFRXETH 8.0*; FRXETH unrated 3.0; worst leg: FRXETH; -1 tvl<1M
USD Farms,EVK Vault eUSDC-132,Ethereum,Euler V2,3.915,5.3172,UNVERIFIED,,,,Med-Low (8.0),"score 8.0; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); -1 tvl<1M"
USD Farms,0.01%,Ethereum,Uniswap V4,3.8886,3.22281,UNVERIFIED,,,,Med-High (4.0),"score 4.0; DOLA 5.0 (pharos 5.6, tid 4.5); USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); worst leg: DOLA; -1 tvl<1M"
USD Farms,GTUSDCP,Arbitrum,Morpho Blue,3.83782,3.63854,UNVERIFIED,,,,Med-Low (7.4),score 7.4; GTUSDCP 8.4 (pharos 8.4); -1 tvl<1M
USD Farms,EVK Vault ePYUSD-6,Ethereum,Euler V2,3.83415,4.17266,UNVERIFIED,,,,Med-Low (7.7),"score 7.7; PYUSD 7.7 (credora 9.5, pharos 6.9, tid 7.0)"
USD Farms,0.01%,BSC,Uniswap V3,3.81668,3.64693,UNVERIFIED,,,,Med-Low (6.1),"score 6.1; USDT 7.1 (credora 8.4, pharos 6.0, tid 7.0); USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); worst leg: USDT; -1 tvl<1M"
USD Farms,msyrupUSDp,Ethereum,Midas RWA,3.78,3.78,UNVERIFIED,,,,High,unrated: internal signals only
USD Farms,USDC,Base,Moonwell Lending,3.77271,3.767,UNVERIFIED,,,,Med-Low (7.9),"score 7.9; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); capped 7.9: not VERIFIED"
USD Farms,Morpho Steakhouse USDC Compounder,Ethereum,Yearn Finance,3.74939,3.70337,UNVERIFIED,,,,Med-High (5.9),"score 5.9; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); capped 7.9: not VERIFIED; capped 5.9: allocation not visible"
USD Farms,SUSDE-USDT,Ethereum,Fluid DEX,3.7412,5.02289,UNVERIFIED,,,,Med-High (5.0),"score 5.0; SUSDE 6.0 (pharos 5.5, tid 6.5); USDT 7.1 (credora 8.4, pharos 6.0, tid 7.0); worst leg: SUSDE; -1 tvl<1M"
USD Farms,USDC,Arbitrum,Aave V3,3.7307,3.62383,UNVERIFIED,,,,Med-Low (8.0),"score 8.0; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); -1 tvl<1M"
USD Farms,PLP Global Dollar 24SEP2026,Ethereum,Pendle,3.69903,3.70072,UNVERIFIED,,,,Med-Low (7.3),"score 7.3; USDG 7.3 (pharos 6.9, tid 7.0, yearn 8.4)"
USD Farms,STEAKUSDC,Katana,Morpho Blue,3.67167,3.68169,UNVERIFIED,,,,Med-Low (6.4),score 6.4; STEAKUSDC 6.4 (pharos 6.4)
USD Farms,sUSDe collateral,Ethereum,Curve LlamaLend,3.60508,3.59656,UNVERIFIED,,,,Med-High (5.8),"score 5.8; CRVUSD 5.8 (pharos 7.3, tid 4.5)"
USD Farms,USDC-USDT,Solana,Orca DEX,3.58132,4.65834,UNVERIFIED,,,,Med-Low (7.1),"score 7.1; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); USDT 7.1 (credora 8.4, pharos 6.0, tid 7.0); worst leg: USDT"
USD Farms,syrupUSDC collateral,Ethereum,Curve LlamaLend,3.56953,3.29539,UNVERIFIED,,,,Med-High (5.8),"score 5.8; CRVUSD 5.8 (pharos 7.3, tid 4.5)"
USD Farms,USDC,Base,Compound V3,3.55804,4.84453,UNVERIFIED,,,,Med-Low (8.0),"score 8.0; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); -1 tvl<1M"
USD Farms,USDX T-POOL,Flare,Clearpool Lending,3.49891,3.49891,UNVERIFIED,,,,High (2.2),score 2.2; USDX 2.2 (pharos 2.2)
USD Farms,USDC,Ethereum,SparkLend,3.4724,3.47263,UNVERIFIED,,,,Med-Low (7.9),"score 7.9; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); capped 7.9: not VERIFIED"
USD Farms,USDT,Avalanche,Aave V3,3.45757,4.03514,UNVERIFIED,,,,Med-Low (7.1),"score 7.1; USDT 7.1 (credora 8.4, pharos 6.0, tid 7.0)"
ETH Farms,0.01%,Ethereum,Uniswap V3,3.45715,3.97918,UNVERIFIED,,,,Med-Low (7.9),score 7.9; WSTETH 8.5*; WETH 9.0*; worst leg: WSTETH; capped 7.9: not VERIFIED
ETH Farms,WETH,Ethereum,Gearbox,3.45619,3.13362,UNVERIFIED,,,,Med-High (5.9),score 5.9; WETH 9.0*; -1 tvl<1M; capped 7.9: not VERIFIED; capped 5.9: collateral not visible
USD Farms,0.01%,Ethereum,Uniswap V3,3.44011,6.3461,UNVERIFIED,,,,Med-Low (7.9),"score 7.9; DAI 8.0 (pharos 8.0); USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); worst leg: DAI; capped 7.9: not VERIFIED"
USD Farms,0.01%,Ethereum,Uniswap V3,3.43688,10.13502,UNVERIFIED,,,,Med-Low (7.1),"score 7.1; DAI 8.0 (pharos 8.0); USDT 7.1 (credora 8.4, pharos 6.0, tid 7.0); worst leg: USDT"
USD Farms,USDC-1 yVault,Ethereum,Yearn Finance,3.41608,3.37762,UNVERIFIED,,,,Med-High (5.9),"score 5.9; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); capped 7.9: not VERIFIED; capped 5.9: allocation not visible"
USD Farms,STEAKUSDC,Katana,Morpho Blue,3.39146,3.55159,UNVERIFIED,,,,Med-Low (6.4),score 6.4; STEAKUSDC 6.4 (pharos 6.4)
USD Farms,usdt,Tron,JustLend V1,3.34606,2.51041,UNVERIFIED,,,,Med-Low (7.1),"score 7.1; USDT 7.1 (credora 8.4, pharos 6.0, tid 7.0)"
USD Farms,0.05%,Ethereum,Uniswap V3,3.33451,1.7269,UNVERIFIED,,,,Med-Low (6.8),"score 6.8; EURCV 6.8 (pharos 6.8); USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); worst leg: EURCV"
USD Farms,Fraxlend Interest Bearing frxUSD (Staked Frax Ether) - 58,Ethereum,Fraxlend,3.32575,3.35277,UNVERIFIED,,,,Med-Low (6.1),"score 6.1; FRXUSD 6.1 (pharos 6.9, tid 5.5)"
USD Farms,PT Global Dollar 24SEP2026,Ethereum,Pendle,3.31556,3.34099,UNVERIFIED,,,,Med-Low (6.3),"score 6.3; USDG 7.3 (pharos 6.9, tid 7.0, yearn 8.4); -0.5 PT wrapper; -0.5 PT liquidity <5M"
USD Farms,EVK Vault eRLUSD-7,Ethereum,Euler V2,3.28891,4.08812,UNVERIFIED,,,,Med-Low (7.9),"score 7.9; RLUSD 8.1 (credora 9.5, pharos 7.9, tid 7.0); capped 7.9: not VERIFIED"
